"","HMDB_ID","NAME","DESCRIPTION","LINK"
"846","HMDB0010316","Acetaminophen glucuronide","Acetaminophen glucuronide, also known as 4-glucuronosidoacetanilide or deethylphenacetin glucuronide, belongs to the class of organic compounds known as phenolic glycosides. These are organic compounds containing a phenolic structure attached to a glycosyl moiety. Some examples of phenolic structures include lignans, and flavonoids. Among the sugar units found in natural glycosides are D-glucose, L-Fructose, and L rhamnose. Acetaminophen glucuronide is soluble (in water) and a weakly acidic compound (based on its pKa). Acetaminophen glucuronide has been found in human liver and kidney tissues, and has also been detected in multiple biofluids, such as feces, urine, and blood. Within the cell, acetaminophen glucuronide is primarily located in the cytoplasm. Acetaminophen glucuronide participates in a number of enzymatic reactions. In particular, Acetaminophen glucuronide and uridine 5'-diphosphate can be biosynthesized from acetaminophen and uridine diphosphate glucuronic acid; which is mediated by the enzymes UDP-glucuronosyltransferase 1-9, UDP-glucuronosyltransferase 2B15, UDP-glucuronosyltransferase 1-1, and UDP-glucuronosyltransferase 1-6. In addition, Acetaminophen glucuronide can be converted into acetaminophen glucuronide; which is catalyzed by the enzyme ATP-binding cassette sub-family g member 2. In humans, acetaminophen glucuronide is involved in the acetaminophen metabolism pathway. Acetaminophen glucuronide has been linked to the inborn metabolic disorders including beta-thalassemia.","http://www.hmdb.ca/metabolites/HMDB0010316"
"847","HMDB10368","CE(18:0)","Ce(18:0), also known as ce(18:0/0:0), belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(18:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(18:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(18:0) is primarily located in the membrane (predicted from logP) and cytoplasm. Ce(18:0) exists in all eukaryotes, ranging from yeast to humans. In humans, ce(18:0) is involved in the ibandronate action pathway, the zoledronate action pathway, the lovastatin action pathway, and the simvastatin action pathway. Ce(18:0) is also involved in several metabolic disorders, some of which include the cholesteryl ester storage disease pathway, the wolman disease pathway, the mevalonic aciduria pathway, and lysosomal acid lipase deficiency (wolman disease).","http://www.hmdb.ca/metabolites/HMDB0010368"
"848","HMDB0010368","CE(18:0)","Ce(18:0), also known as ce(18:0/0:0), belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(18:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(18:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(18:0) is primarily located in the membrane (predicted from logP) and cytoplasm. Ce(18:0) exists in all eukaryotes, ranging from yeast to humans. In humans, ce(18:0) is involved in the ibandronate action pathway, the zoledronate action pathway, the lovastatin action pathway, and the simvastatin action pathway. Ce(18:0) is also involved in several metabolic disorders, some of which include the cholesteryl ester storage disease pathway, the wolman disease pathway, the mevalonic aciduria pathway, and lysosomal acid lipase deficiency (wolman disease).","http://www.hmdb.ca/metabolites/HMDB0010368"
"849","HMDB10370","CE(18:3(9Z,12Z,15Z))","Ce(18:3(9Z,12Z,15Z)), also known as cholesterol linolenate or ce(18:3), belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(18:3(9Z,12Z,15Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(18:3(9Z,12Z,15Z)) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(18:3(9Z,12Z,15Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0010370"
"850","HMDB0010370","CE(18:3(9Z,12Z,15Z))","Ce(18:3(9Z,12Z,15Z)), also known as cholesterol linolenate or ce(18:3), belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(18:3(9Z,12Z,15Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(18:3(9Z,12Z,15Z)) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(18:3(9Z,12Z,15Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0010370"
"851","HMDB10375","CE(22:5(7Z,10Z,13Z,16Z,19Z))","Ce(22:5(7Z,10Z,13Z,16Z,19Z)), also known as cholesteryl 1-docosapentaenoate or ce(22:5/0:0), belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(22:5(7Z,10Z,13Z,16Z,19Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(22:5(7Z,10Z,13Z,16Z,19Z)) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(22:5(7Z,10Z,13Z,16Z,19Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0010375"
"852","HMDB0010375","CE(22:5(7Z,10Z,13Z,16Z,19Z))","Ce(22:5(7Z,10Z,13Z,16Z,19Z)), also known as cholesteryl 1-docosapentaenoate or ce(22:5/0:0), belongs to the class of organic compounds known as cholesteryl esters. Cholesteryl esters are compounds containing an esterified cholestane moiety. Ce(22:5(7Z,10Z,13Z,16Z,19Z)) is considered to be a practically insoluble (in water) and relatively neutral molecule. Ce(22:5(7Z,10Z,13Z,16Z,19Z)) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as blood and urine. Within the cell, ce(22:5(7Z,10Z,13Z,16Z,19Z)) is primarily located in the membrane (predicted from logP) and cytoplasm.","http://www.hmdb.ca/metabolites/HMDB0010375"
"853","HMDB10379","LysoPC(14:0/0:0)","PC(14:0/0:0), also known as LPC(14:0) or lysopc(14:0/0:0), belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(14:0/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(14:0/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(14:0/0:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as saliva and blood. Within the cell, PC(14:0/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(14:0/0:0) exists in all eukaryotes, ranging from yeast to humans. In humans, PC(14:0/0:0) is involved in the fenoprofen action pathway, the etoricoxib action pathway, the salicylate-sodium action pathway, and the celecoxib action pathway. PC(14:0/0:0) is also involved in a couple of metabolic disorders, which include the tiaprofenic Acid action pathway and leukotriene C4 synthesis deficiency.","http://www.hmdb.ca/metabolites/HMDB0010379"
"854","HMDB0010379","LysoPC(14:0/0:0)","PC(14:0/0:0), also known as LPC(14:0) or lysopc(14:0/0:0), belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(14:0/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(14:0/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(14:0/0:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as saliva and blood. Within the cell, PC(14:0/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(14:0/0:0) exists in all eukaryotes, ranging from yeast to humans. In humans, PC(14:0/0:0) is involved in the fenoprofen action pathway, the etoricoxib action pathway, the salicylate-sodium action pathway, and the celecoxib action pathway. PC(14:0/0:0) is also involved in a couple of metabolic disorders, which include the tiaprofenic Acid action pathway and leukotriene C4 synthesis deficiency.","http://www.hmdb.ca/metabolites/HMDB0010379"
"855","HMDB10382","LysoPC(16:0)","PC(16:0/0:0), also known as 16:0 lyso-PC or 1-palmitoyl-GPC, belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(16:0/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(16:0/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(16:0/0:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as feces, urine, and blood. Within the cell, PC(16:0/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(16:0/0:0) exists in all eukaryotes, ranging from yeast to humans. In humans, PC(16:0/0:0) is involved in phospholipid biosynthesis pathway.","http://www.hmdb.ca/metabolites/HMDB0010382"
"856","HMDB0010382","LysoPC(16:0)","PC(16:0/0:0), also known as 16:0 lyso-PC or 1-palmitoyl-GPC, belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(16:0/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(16:0/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(16:0/0:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as feces, urine, and blood. Within the cell, PC(16:0/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(16:0/0:0) exists in all eukaryotes, ranging from yeast to humans. In humans, PC(16:0/0:0) is involved in phospholipid biosynthesis pathway.","http://www.hmdb.ca/metabolites/HMDB0010382"
"857","HMDB10383","LysoPC(16:1(9Z)/0:0)","PC(16:1(9Z)/0:0), also known as LPC 16:1(9Z)/0:0 or 1-palmitoleoyl-GPC, belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(16:1(9Z)/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(16:1(9Z)/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(16:1(9Z)/0:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as urine and blood. Within the cell, PC(16:1(9Z)/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(16:1(9Z)/0:0) exists in all eukaryotes, ranging from yeast to humans.","http://www.hmdb.ca/metabolites/HMDB0010383"
"858","HMDB0010383","LysoPC(16:1(9Z)/0:0)","PC(16:1(9Z)/0:0), also known as LPC 16:1(9Z)/0:0 or 1-palmitoleoyl-GPC, belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(16:1(9Z)/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(16:1(9Z)/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(16:1(9Z)/0:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as urine and blood. Within the cell, PC(16:1(9Z)/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(16:1(9Z)/0:0) exists in all eukaryotes, ranging from yeast to humans.","http://www.hmdb.ca/metabolites/HMDB0010383"
"859","HMDB10384","LysoPC(18:0)","PC(18:0/0:0), also known as LPC 18:0/0:0 or 18:0 lyso-PC, belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(18:0/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(18:0/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(18:0/0:0) has been found throughout all human tissues, and has also been detected in most biofluids, including urine, blood, cerebrospinal fluid, and feces. Within the cell, PC(18:0/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(18:0/0:0) exists in all eukaryotes, ranging from yeast to humans.","http://www.hmdb.ca/metabolites/HMDB0010384"
"860","HMDB0010384","LysoPC(18:0)","PC(18:0/0:0), also known as LPC 18:0/0:0 or 18:0 lyso-PC, belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(18:0/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(18:0/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(18:0/0:0) has been found throughout all human tissues, and has also been detected in most biofluids, including urine, blood, cerebrospinal fluid, and feces. Within the cell, PC(18:0/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(18:0/0:0) exists in all eukaryotes, ranging from yeast to humans.","http://www.hmdb.ca/metabolites/HMDB0010384"
"861","HMDB10386","LysoPC(18:2(9Z,12Z))","PC(18:2(9Z,12Z)/0:0), also known as LPC 18:2(9Z,12Z)/0:0 or LPC(18:2n6/0:0), belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(18:2(9Z,12Z)/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(18:2(9Z,12Z)/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(18:2(9Z,12Z)/0:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as feces, urine, and blood. Within the cell, PC(18:2(9Z,12Z)/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(18:2(9Z,12Z)/0:0) can be biosynthesized from linoleic acid. Outside of the human body, PC(18:2(9Z,12Z)/0:0) can be found in a number of food items such as acerola, deerberry, cowpea, and lemon thyme. This makes PC(18:2(9Z,12Z)/0:0) a potential biomarker for the consumption of these food products.","http://www.hmdb.ca/metabolites/HMDB0010386"
"862","HMDB0010386","LysoPC(18:2(9Z,12Z))","PC(18:2(9Z,12Z)/0:0), also known as LPC 18:2(9Z,12Z)/0:0 or LPC(18:2n6/0:0), belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(18:2(9Z,12Z)/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(18:2(9Z,12Z)/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(18:2(9Z,12Z)/0:0) has been found throughout all human tissues, and has also been detected in multiple biofluids, such as feces, urine, and blood. Within the cell, PC(18:2(9Z,12Z)/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane. PC(18:2(9Z,12Z)/0:0) can be biosynthesized from linoleic acid. Outside of the human body, PC(18:2(9Z,12Z)/0:0) can be found in a number of food items such as acerola, deerberry, cowpea, and lemon thyme. This makes PC(18:2(9Z,12Z)/0:0) a potential biomarker for the consumption of these food products.","http://www.hmdb.ca/metabolites/HMDB0010386"
"863","HMDB10387","LysoPC(18:3(6Z,9Z,12Z))","PC(18:3(6Z,9Z,12Z)/0:0), also known as LPC(18:3/0:0) or lysopc(18:3), belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(18:3(6Z,9Z,12Z)/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(18:3(6Z,9Z,12Z)/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(18:3(6Z,9Z,12Z)/0:0) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PC(18:3(6Z,9Z,12Z)/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane.","http://www.hmdb.ca/metabolites/HMDB0010387"
"864","HMDB0010387","LysoPC(18:3(6Z,9Z,12Z))","PC(18:3(6Z,9Z,12Z)/0:0), also known as LPC(18:3/0:0) or lysopc(18:3), belongs to the class of organic compounds known as 1-acyl-sn-glycero-3-phosphocholines. These are glycerophosphocholines in which the glycerol is esterified with a fatty acid at O-1 position, and linked at position 3 to a phosphocholine. Thus, PC(18:3(6Z,9Z,12Z)/0:0) is considered to be a glycerophosphocholine lipid molecule. PC(18:3(6Z,9Z,12Z)/0:0) is considered to be a practically insoluble (in water) and relatively neutral molecule. PC(18:3(6Z,9Z,12Z)/0:0) has been found throughout all human tissues, and has also been primarily detected in blood. Within the cell, PC(18:3(6Z,9Z,12Z)/0:0) is primarily located in the membrane (predicted from logP) and intracellular membrane.","http://www.hmdb.ca/metabolites/HMDB0010387"
